,Unnamed: 0,review_id,business_id,user_id,stars,blob_polarity,review,label,stem_review,complaint,compliments,suggestion for user,suggestion for business
2092,289093,OCXi1dti7n5FcFoZCXKcqA,n485XgNXcXZtf_mhSMUMCQ,Bhwz4c-yzHSkpf4A55aqVg,5,0.0,"anyways, there are various galleries inside the former patient rooms",,"anyways, there are variou galleri insid the former patient room",0,1,0,0
2093,289094,OCXi1dti7n5FcFoZCXKcqA,n485XgNXcXZtf_mhSMUMCQ,Bhwz4c-yzHSkpf4A55aqVg,5,-0.125,"some housed displays, while other rooms had the walls covered in art",,"some hous displays, while other room had the wall cover in art",0,1,0,0
2094,289095,OCXi1dti7n5FcFoZCXKcqA,n485XgNXcXZtf_mhSMUMCQ,Bhwz4c-yzHSkpf4A55aqVg,5,0.0,there's also the beat coffee house and a record store within emergency arts,,there' also the beat coffe hous and a record store within emerg art,0,1,0,0
2095,289096,OCXi1dti7n5FcFoZCXKcqA,n485XgNXcXZtf_mhSMUMCQ,Bhwz4c-yzHSkpf4A55aqVg,5,0.8,both places are great to hang out and explore,,both place are great to hang out and explor,0,1,0,0
2096,289097,iXs3_kwUB4Q1dhVoO5Ugtw,n485XgNXcXZtf_mhSMUMCQ,jKklxita0rnw4flsAvC-YA,1,0.0,my girl and i went in to grab some food one night and sat at the bar,,my girl and i went in to grab some food one night and sat at the bar,1,0,0,0
2097,289098,iXs3_kwUB4Q1dhVoO5Ugtw,n485XgNXcXZtf_mhSMUMCQ,jKklxita0rnw4flsAvC-YA,1,0.0,the bartender came over and asked us what we wanted and we asked for menus,,the bartend came over and ask us what we want and we ask for menu,1,0,0,0
2098,289099,iXs3_kwUB4Q1dhVoO5Ugtw,n485XgNXcXZtf_mhSMUMCQ,jKklxita0rnw4flsAvC-YA,1,0.0,she told us we had to get up and look at the chalkboard to see what we wanted to eat,,she told us we had to get up and look at the chalkboard to see what we want to eat,1,0,0,0
2099,289100,iXs3_kwUB4Q1dhVoO5Ugtw,n485XgNXcXZtf_mhSMUMCQ,jKklxita0rnw4flsAvC-YA,1,0.0,"uggh, no thank you",,"uggh, no thank you",1,0,0,0
2100,289101,iXs3_kwUB4Q1dhVoO5Ugtw,n485XgNXcXZtf_mhSMUMCQ,jKklxita0rnw4flsAvC-YA,1,-0.35,"the bar/lounge area seemed cluttered, like a first grade classroom with random crap laying everywhere and crappy drawings hung up on the walls",,"the bar/loung area seem cluttered, like a first grade classroom with random crap lay everywher and crappi draw hung up on the wall",1,0,0,0
2101,289102,iXs3_kwUB4Q1dhVoO5Ugtw,n485XgNXcXZtf_mhSMUMCQ,jKklxita0rnw4flsAvC-YA,1,-0.134375,"i normally like art, but this place was a little too far on the dirty hippie side of things than i would like",,"i normal like art, but thi place wa a littl too far on the dirti hippi side of thing than i would like",1,1,0,0
2102,289103,iXs3_kwUB4Q1dhVoO5Ugtw,n485XgNXcXZtf_mhSMUMCQ,jKklxita0rnw4flsAvC-YA,1,0.7,i hear the coffee is good but have yet to have anything good there,,i hear the coffe is good but have yet to have anyth good there,1,1,0,0
2103,289104,25_o2mYWIKTLRk4DpjBWbQ,n485XgNXcXZtf_mhSMUMCQ,h3lwhProUtOV7hu4i-32Sw,2,0.35,"meh, this hipster spot is so cool that they don't even have to print a menu",,"meh, thi hipster spot is so cool that they don't even have to print a menu",0,0,0,0
2104,289105,25_o2mYWIKTLRk4DpjBWbQ,n485XgNXcXZtf_mhSMUMCQ,h3lwhProUtOV7hu4i-32Sw,2,0.092857143,we were told to make our selection from the options written across the wall to the right of the empty bar,,we were told to make our select from the option written across the wall to the right of the empti bar,0,0,0,0
2105,289106,25_o2mYWIKTLRk4DpjBWbQ,n485XgNXcXZtf_mhSMUMCQ,h3lwhProUtOV7hu4i-32Sw,2,0.0,all we wanted was to relax and have a beer and a sandwich,,all we want wa to relax and have a beer and a sandwich,1,0,0,0
2106,289107,25_o2mYWIKTLRk4DpjBWbQ,n485XgNXcXZtf_mhSMUMCQ,h3lwhProUtOV7hu4i-32Sw,2,-0.25,"too lazy to stand up and ponder our choices, we went ahead and strolled elsewhere",,"too lazi to stand up and ponder our choices, we went ahead and stroll elsewher",1,0,0,0
2107,289108,25_o2mYWIKTLRk4DpjBWbQ,n485XgNXcXZtf_mhSMUMCQ,h3lwhProUtOV7hu4i-32Sw,2,-0.5,"please people, just print a menu, it's not that difficult",,"pleas people, just print a menu, it' not that difficult",1,0,0,0
2108,289109,yA126Lc6QWhP9oeBmn69lw,n485XgNXcXZtf_mhSMUMCQ,h5TfH1XV-hmHavBpXM9_RQ,5,0.5,love it,,love it,0,1,0,0
2109,289110,Io5XzKlNd-WPHffANwM27A,n485XgNXcXZtf_mhSMUMCQ,8pX0LX37TTnyhLtB_oPIcw,4,0.25,"emergency arts is a stunning array of indie galleries, shops, pop-ups, tech and coffee",,"emerg art is a stun array of indi galleries, shops, pop-ups, tech and coffe",0,1,0,0
2110,289111,Io5XzKlNd-WPHffANwM27A,n485XgNXcXZtf_mhSMUMCQ,8pX0LX37TTnyhLtB_oPIcw,4,0.13636363599999998,every day there seems to be something new about the place,,everi day there seem to be someth new about the place,0,0,0,0
2111,289112,Io5XzKlNd-WPHffANwM27A,n485XgNXcXZtf_mhSMUMCQ,8pX0LX37TTnyhLtB_oPIcw,4,0.166666667,"once you exit the beat, you'll encounter vibrant artwork and artists in their element",,"onc you exit the beat, you'll encount vibrant artwork and artist in their element",0,0,0,0
2112,289113,Io5XzKlNd-WPHffANwM27A,n485XgNXcXZtf_mhSMUMCQ,8pX0LX37TTnyhLtB_oPIcw,4,-0.09375,i also like that there are little resting areas (tables/couches) that one can sit back and relax or even work at,,i also like that there are littl rest area (tables/couches) that one can sit back and relax or even work at,0,1,0,0
2113,289114,Io5XzKlNd-WPHffANwM27A,n485XgNXcXZtf_mhSMUMCQ,8pX0LX37TTnyhLtB_oPIcw,4,0.0,"they often host events here, such as the weekly ""jelly""s, which are tech meetups",,"they often host event here, such as the weekli ""jelly""s, which are tech meetup",0,0,0,0
2114,289115,Io5XzKlNd-WPHffANwM27A,n485XgNXcXZtf_mhSMUMCQ,8pX0LX37TTnyhLtB_oPIcw,4,0.2375,this is definitely a nice spot when you want to discover the other side of vegas,,thi is definit a nice spot when you want to discov the other side of vega,0,1,0,0
2115,289116,byIvB_iA_eEYzpye0kxqDA,n485XgNXcXZtf_mhSMUMCQ,nkz6e_dvQootGnymnUWVSA,5,0.283333333,"this place is so cool it is actually a museum / gallery / cafe,some many artist have there items on display with info",,"thi place is so cool it is actual a museum / galleri / cafe,som mani artist have there item on display with info",0,1,0,0
2116,289117,byIvB_iA_eEYzpye0kxqDA,n485XgNXcXZtf_mhSMUMCQ,nkz6e_dvQootGnymnUWVSA,5,0.0,"some have jar of candy, pens,website info",,"some have jar of candy, pens,websit info",0,0,0,0
2117,289118,byIvB_iA_eEYzpye0kxqDA,n485XgNXcXZtf_mhSMUMCQ,nkz6e_dvQootGnymnUWVSA,5,0.4875,"stickers,if you are lucky some of the artist may be there working on some projects,i met two who was really awesome and friendly,there is so much craft,and fine art items that it is a must see in dtlv",,"stickers,if you are lucki some of the artist may be there work on some projects,i met two who wa realli awesom and friendly,ther is so much craft,and fine art item that it is a must see in dtlv",0,1,0,0
2118,289119,byIvB_iA_eEYzpye0kxqDA,n485XgNXcXZtf_mhSMUMCQ,nkz6e_dvQootGnymnUWVSA,5,0.0,"there is a 2nd floor loaded with art too,on the 1st",,"there is a 2nd floor load with art too,on the 1st",0,1,0,0
2119,289120,byIvB_iA_eEYzpye0kxqDA,n485XgNXcXZtf_mhSMUMCQ,nkz6e_dvQootGnymnUWVSA,5,0.2,"floor is the coffee and sandwich shop with table& chairs,free wifi, and last everything is free",,"floor is the coffe and sandwich shop with table& chairs,fre wifi, and last everyth is free",0,1,0,0
2120,289121,byIvB_iA_eEYzpye0kxqDA,n485XgNXcXZtf_mhSMUMCQ,nkz6e_dvQootGnymnUWVSA,5,0.13636363599999998,"not your food,i'm going to vist often when i am out this way to see what is new here",,"not your food,i'm go to vist often when i am out thi way to see what is new here",0,1,0,0
2121,289122,HO8_qZSMUK13V2FxISbFAw,n485XgNXcXZtf_mhSMUMCQ,YkNamqv8cpnabdj9Ga7hWw,5,0.65,"coffee was good, the girl was nice, and its just off freemont st",,"coffe wa good, the girl wa nice, and it just off freemont st",0,1,0,0
2122,289123,HO8_qZSMUK13V2FxISbFAw,n485XgNXcXZtf_mhSMUMCQ,YkNamqv8cpnabdj9Ga7hWw,5,0.033333333,this place is used as a bit of a social hub for vegas peepz,,thi place is use as a bit of a social hub for vega peepz,0,0,0,0
2123,289124,AFA9xXiIsbqSzCEfQNDHRg,n485XgNXcXZtf_mhSMUMCQ,rE7J0EZoTjSfXO7JhDZVpw,5,0.35,"cool place in the fremont east area, go there for art and coffee",,"cool place in the fremont east area, go there for art and coffe",0,1,0,0
2124,289125,AFA9xXiIsbqSzCEfQNDHRg,n485XgNXcXZtf_mhSMUMCQ,rE7J0EZoTjSfXO7JhDZVpw,5,0.2,you can peek inside of most of the art galleries even if they are closed,,you can peek insid of most of the art galleri even if they are close,0,1,0,0
2125,289126,AFA9xXiIsbqSzCEfQNDHRg,n485XgNXcXZtf_mhSMUMCQ,rE7J0EZoTjSfXO7JhDZVpw,5,0.2,be sure and head up to the 2nd floor there's a few more galleries up there,,be sure and head up to the 2nd floor there' a few more galleri up there,0,0,0,0
2126,289127,AFA9xXiIsbqSzCEfQNDHRg,n485XgNXcXZtf_mhSMUMCQ,rE7J0EZoTjSfXO7JhDZVpw,5,0.311111111,"also, on a hot day it's a great place to stop for a cool down break",,"also, on a hot day it' a great place to stop for a cool down break",0,1,0,0
2127,289128,lq6mvKJSz1HLVCkvO5DvRA,n485XgNXcXZtf_mhSMUMCQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.033333333,just around the corner from the beat coffeeshop (literally in the same building) is a mini-maze of galleries- fun to wander for a few minutes with your brew,,just around the corner from the beat coffeeshop (liter in the same building) is a mini-maz of galleries- fun to wander for a few minut with your brew,0,1,0,0
2128,289129,lq6mvKJSz1HLVCkvO5DvRA,n485XgNXcXZtf_mhSMUMCQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.25,"many of the rooms are working spaces, so you may not actually encounter any artists but there is a lot of material on display in the halls",,"mani of the room are work spaces, so you may not actual encount ani artist but there is a lot of materi on display in the hall",1,0,0,0
2129,289130,lq6mvKJSz1HLVCkvO5DvRA,n485XgNXcXZtf_mhSMUMCQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.35625,"i was most impressed with a photographer on the first floor, with vivid nighttime desert scenes! majority of work in other spaces was paint on canvas, but there were some 3d, found art type works as well",,"i wa most impress with a photograph on the first floor, with vivid nighttim desert scenes! major of work in other space wa paint on canvas, but there were some 3d, found art type work as well",0,1,0,0
2130,289131,lq6mvKJSz1HLVCkvO5DvRA,n485XgNXcXZtf_mhSMUMCQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.5,"some pieces have a label with artist name, piece name, and pricing, but many do not",,"some piec have a label with artist name, piec name, and pricing, but mani do not",1,0,0,0
2131,289132,lq6mvKJSz1HLVCkvO5DvRA,n485XgNXcXZtf_mhSMUMCQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.1,"second floor has an interesting mural of a tree made out of doll parts, in addition to a few non-art businesses like a spa (feetish) and a tax/accounting company",,"second floor ha an interest mural of a tree made out of doll parts, in addit to a few non-art busi like a spa (feetish) and a tax/account compani",1,1,0,0
2132,289133,lq6mvKJSz1HLVCkvO5DvRA,n485XgNXcXZtf_mhSMUMCQ,9A2-wSoBUxlMd3LwmlGrrQ,3,-0.083333333,"found that a bit odd, but office space in downtown is office space downtown and who doesn't like coffee just a short walk downstairs?",,"found that a bit odd, but offic space in downtown is offic space downtown and who doesn't like coffe just a short walk downstairs?",1,0,0,0
2133,289134,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.5,"of most art places, this was a cute art gallery located in the beat coffeehouse",,"of most art places, thi wa a cute art galleri locat in the beat coffeehous",0,1,0,0
2134,289135,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.0,on second saturdays they usually open up the galleries for everyone to view and meet the artists,,on second saturday they usual open up the galleri for everyon to view and meet the artist,0,1,0,0
2135,289136,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.0,i went on a friday and checked it out while i grabbed a drink from the beat,,i went on a friday and check it out while i grab a drink from the beat,0,1,0,0
2136,289137,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.15,there were a few rooms open and in one of the rooms i heard the beatles playing which definitely made my experience pretty good as i looked through the photo pieces,,there were a few room open and in one of the room i heard the beatl play which definit made my experi pretti good as i look through the photo piec,0,1,0,0
2137,289138,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.0,i'm also n art junkie so i was intrigued by the variety of art and the showcase from unlv students as well,,i'm also n art junki so i wa intrigu by the varieti of art and the showcas from unlv student as well,0,1,0,0
2138,289139,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,-0.15833333300000002,i have to admit it was empty and a little darker in the hallway so i was a little creeped out but got the chance to talk to one of the artists who owned the photo pieces in one of the gallery rooms,,i have to admit it wa empti and a littl darker in the hallway so i wa a littl creep out but got the chanc to talk to one of the artist who own the photo piec in one of the galleri room,0,0,0,0
2139,289140,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.4875,he was very friendly and told my friends and i about his camera techniques and where he shot them at,,he wa veri friendli and told my friend and i about hi camera techniqu and where he shot them at,0,1,0,0
2140,289141,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.17222222199999998,it as all so interesting and down to earth,,it as all so interest and down to earth,0,1,0,0
2141,289142,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,-0.125,"other than his gallery, the other rooms had transparent windows to see the other artists' pieces as well",,"other than hi gallery, the other room had transpar window to see the other artists' piec as well",0,1,0,0
2142,289143,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.35,"there were photoshopped frames of artwork, paintings, canvases, not so much 3-dimensional/sculpt type of art but more 2-dimensional ones",,"there were photoshop frame of artwork, paintings, canvases, not so much 3-dimensional/sculpt type of art but more 2-dimension one",1,1,0,0
2143,289144,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.5,most of the galleries have the owners business cards to contact them about their pieces if you'd like,,most of the galleri have the owner busi card to contact them about their piec if you'd like,0,1,0,0
2144,289145,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.075,some doors were closed because it is a working space for the artists and they weren't exactly prepared for a showcase,,some door were close becaus it is a work space for the artist and they weren't exactli prepar for a showcas,0,0,0,0
2145,289146,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,-0.1,"overall, it was a mini-showcase of the few artists working in vegas and i was fond of it",,"overall, it wa a mini-showcas of the few artist work in vega and i wa fond of it",0,1,0,0
2146,289147,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.0,"if you're at the beat coffeehouse, just go towards the back and you'll see the entrance for it",,"if you'r at the beat coffeehouse, just go toward the back and you'll see the entranc for it",0,0,0,0
2147,289148,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.0,"maybe you'll bump into the artists too, you never know",,"mayb you'll bump into the artist too, you never know",0,0,1,0
2148,289149,uSk7f5-Ch7QzoSBwqeXlGQ,n485XgNXcXZtf_mhSMUMCQ,d8Kn9n9uUXS0VZJQoGCkSA,4,0.4,it doesn't hurt to try seeing things in a different perspective lol,,it doesn't hurt to tri see thing in a differ perspect lol,0,0,0,0
2149,289150,yXC806qvW9P6Wkku5dWyIQ,n485XgNXcXZtf_mhSMUMCQ,qhAhPv0LU07BHT_EY67HYg,4,0.35,cool place,,cool place,0,1,0,0
2150,289151,yXC806qvW9P6Wkku5dWyIQ,n485XgNXcXZtf_mhSMUMCQ,qhAhPv0LU07BHT_EY67HYg,4,0.8,great coffeehouse on ground floor,,great coffeehous on ground floor,0,1,0,0
2151,289152,yXC806qvW9P6Wkku5dWyIQ,n485XgNXcXZtf_mhSMUMCQ,qhAhPv0LU07BHT_EY67HYg,4,0.2,very visually interesting re: a revamp of an old medical facility,,veri visual interest re: a revamp of an old medic facil,1,1,0,0
2152,289153,yXC806qvW9P6Wkku5dWyIQ,n485XgNXcXZtf_mhSMUMCQ,qhAhPv0LU07BHT_EY67HYg,4,0.0,they should film a movie here,,they should film a movi here,0,0,0,0
2153,289154,yXC806qvW9P6Wkku5dWyIQ,n485XgNXcXZtf_mhSMUMCQ,qhAhPv0LU07BHT_EY67HYg,4,-0.033333333,fyi that many of the galleries are closed on any random day,,fyi that mani of the galleri are close on ani random day,1,0,0,0
2154,289155,yXC806qvW9P6Wkku5dWyIQ,n485XgNXcXZtf_mhSMUMCQ,qhAhPv0LU07BHT_EY67HYg,4,0.0,"if you're coming to see the art, call ahead",,"if you'r come to see the art, call ahead",0,0,0,0
2155,289156,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.05,tempe bicycles hooked it up for my 18 year old giant iguana mountain bike,,temp bicycl hook it up for my 18 year old giant iguana mountain bike,0,0,0,0
2156,289157,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.156565657,"i took it in with a variety of mild maladies, and 20 minutes of adjustments, lubrication, and tightening later it was riding like new; it cost 10 bucks",,"i took it in with a varieti of mild maladies, and 20 minut of adjustments, lubrication, and tighten later it wa ride like new; it cost 10 buck",0,1,0,0
2157,289158,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.0,"they didn't try to sell me anything, replace anything, or push for additional work",,"they didn't tri to sell me anything, replac anything, or push for addit work",0,0,0,0
2158,289159,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.05,they just fixed everything i told them was acting up,,they just fix everyth i told them wa act up,0,1,0,0
2159,289160,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.1625,"(and, i also gotta say, giant makes pretty good bikes, or at least they did 18 years ago",,"(and, i also gotta say, giant make pretti good bikes, or at least they did 18 year ago",0,1,0,0
2160,289161,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.0,"i've only replaced the chain, the saddle, and the shifters in all those years",,"i'v onli replac the chain, the saddle, and the shifter in all those year",0,0,0,0
2161,289162,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.1875,everything else is original and solid,,everyth els is origin and solid,0,1,0,0
2162,289163,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.034623016,"this is a small shop with limited variety, but they had a little bit of everything, including a decent bmx selection (which i've found to be pretty rare)",,"thi is a small shop with limit variety, but they had a littl bit of everything, includ a decent bmx select (which i'v found to be pretti rare)",0,1,1,0
2163,289164,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.5375,"and, they're friendly and prices seemed fair on everything i looked at",,"and, they'r friendli and price seem fair on everyth i look at",0,1,0,0
2164,289165,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.45,"most importantly, they know their way around bikes",,"most importantly, they know their way around bike",0,1,0,0
2165,289166,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.0,they have a reportedly bigger shop on university,,they have a reportedli bigger shop on univers,0,1,0,0
2166,289167,LuWVhQnCATix1K2btii6qg,4er-EjNcakvEzbjoA21Hcg,mwr-Yv6F78kvy12s_mYzzQ,5,0.0,"if i were buying a bike, i'd definitely give them a look",,"if i were buy a bike, i'd definit give them a look",0,1,0,0
2167,289168,M-EFD_GYVXJHvQzjJ_yC6w,4er-EjNcakvEzbjoA21Hcg,SfRdpIiortseC_VfDBe7hA,5,1.0,i bought a bike and was very happy with the price and all the help that went with it,,i bought a bike and wa veri happi with the price and all the help that went with it,0,1,0,0
2168,289169,7gkLCe4QYPEZJ_e_CxuusA,4er-EjNcakvEzbjoA21Hcg,v45tuxGFmWasQEBhQXwQLA,5,1.0,very happy with this place! this is the place to buy a bike,,veri happi with thi place! thi is the place to buy a bike,0,1,0,0
2169,289170,7gkLCe4QYPEZJ_e_CxuusA,4er-EjNcakvEzbjoA21Hcg,v45tuxGFmWasQEBhQXwQLA,5,-0.2,"don't go to the location at rural and university, their service sucks to say the least",,"don't go to the locat at rural and university, their servic suck to say the least",0,0,0,0
2170,289171,7gkLCe4QYPEZJ_e_CxuusA,4er-EjNcakvEzbjoA21Hcg,v45tuxGFmWasQEBhQXwQLA,5,0.0,this location on apache was not the case,,thi locat on apach wa not the case,0,0,0,0
2171,289172,7gkLCe4QYPEZJ_e_CxuusA,4er-EjNcakvEzbjoA21Hcg,v45tuxGFmWasQEBhQXwQLA,5,0.225,the staff really listened to what i was wanting in a bike and didn't try to upsell me on anything i wasn't interested in,,the staff realli listen to what i wa want in a bike and didn't tri to upsel me on anyth i wasn't interest in,0,1,0,0
2172,289173,7gkLCe4QYPEZJ_e_CxuusA,4er-EjNcakvEzbjoA21Hcg,v45tuxGFmWasQEBhQXwQLA,5,0.2,they were also very knowledgeable,,they were also veri knowledg,0,1,0,0
2173,289174,7gkLCe4QYPEZJ_e_CxuusA,4er-EjNcakvEzbjoA21Hcg,v45tuxGFmWasQEBhQXwQLA,5,0.334090909,i have to say i love my new bike they sold me so much that i ride it more than i thought i would,,i have to say i love my new bike they sold me so much that i ride it more than i thought i would,0,1,0,0
2174,289175,7gkLCe4QYPEZJ_e_CxuusA,4er-EjNcakvEzbjoA21Hcg,v45tuxGFmWasQEBhQXwQLA,5,0.0,i take it everywhere,,i take it everywher,0,0,0,0
2175,289176,7gkLCe4QYPEZJ_e_CxuusA,4er-EjNcakvEzbjoA21Hcg,v45tuxGFmWasQEBhQXwQLA,5,0.8,i also got a great price for it too,,i also got a great price for it too,0,1,0,0
2176,289177,7gkLCe4QYPEZJ_e_CxuusA,4er-EjNcakvEzbjoA21Hcg,v45tuxGFmWasQEBhQXwQLA,5,0.0,this is definitely the place to go to buy a bike or even get maintenance done,,thi is definit the place to go to buy a bike or even get mainten done,0,1,0,0
2177,289178,iyeIMui6OAhAhh5FxEP_oA,4er-EjNcakvEzbjoA21Hcg,nf3aAASezgrhHN6MlHIirg,4,0.13636363599999998,just bought a new bike for college son,,just bought a new bike for colleg son,0,0,0,0
2178,289179,iyeIMui6OAhAhh5FxEP_oA,4er-EjNcakvEzbjoA21Hcg,nf3aAASezgrhHN6MlHIirg,4,0.25,employee who helped us was on his first day,,employe who help us wa on hi first day,0,1,0,0
2179,289180,iyeIMui6OAhAhh5FxEP_oA,4er-EjNcakvEzbjoA21Hcg,nf3aAASezgrhHN6MlHIirg,4,0.91,very good service,,veri good servic,0,1,0,0
2180,289181,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,1.0,aloha las vegas yelpers!!! happy 2011!,,aloha la vega yelpers!!! happi 2011!,0,1,0,0
2181,289182,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,0.255681818,i've been living in lv for a month now and i was excited to find me a new church home,,i'v been live in lv for a month now and i wa excit to find me a new church home,0,1,0,0
2182,289183,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,-0.017045455,"i attended new hope of hilo (big island,hawaii) years ago when i lived in hilo and i decided to do a little research to see if there was a branch here in vegas",,"i attend new hope of hilo (big island,hawaii) year ago when i live in hilo and i decid to do a littl research to see if there wa a branch here in vega",0,1,0,0
2183,289184,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,0.13636363599999998,"after a minute of searching online, i found las vegas new hope :d",,"after a minut of search online, i found la vega new hope :d",0,1,0,0
2184,289185,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,0.0,i've been going the last 2 sundays and plan on going every sunday,,i'v been go the last 2 sunday and plan on go everi sunday,0,0,0,0
2185,289186,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,0.0,they have a 9am and 11am sunday morning service,,they have a 9am and 11am sunday morn servic,0,0,0,0
2186,289187,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,0.55,everyone at the church is really nice and most of the members are from hawaii,,everyon at the church is realli nice and most of the member are from hawaii,0,1,0,0
2187,289188,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,0.18425925899999998,"pastor kent miyoshi from oahu/hawaii is a really down to earth pastor, super friendly and always welcoming",,"pastor kent miyoshi from oahu/hawaii is a realli down to earth pastor, super friendli and alway welcom",0,1,0,0
2188,289189,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,0.8,the praise and worship team is great,,the prais and worship team is great,0,1,0,0
2189,289190,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,0.0,so if you're looking for a christian church with a touch of aloha,,so if you'r look for a christian church with a touch of aloha,0,0,0,0
2190,289191,ObQB8_u6_3g_MQXSm-KmjQ,qB7zure3ITh3W2UeLyMGJQ,ST-pgG7BsmULkIyqcah6zA,5,0.170454545,new hope las vegas is the place to be on sunday mornings!,,new hope la vega is the place to be on sunday mornings!,0,1,0,0
